aTV_x aTV_y aTV_z / Xrot Yrot Zrot / X2 Y2 Z2
0.147250 0.119750 -1.017000 / 5.321487 -18.920589 3.800006 / -19249.421875 4893.898438 5643.959961
0.147250 0.119750 -1.017000 / 5.383062 -18.944965 3.758756 / -19244.007812 4874.941406 5647.698242
0.147250 0.119750 -1.017000 / 5.444637 -18.969341 3.717506 / -19238.533203 4855.959961 5651.395020
0.147250 0.119750 -1.017000 / 5.506212 -18.993717 3.676256 / -19232.996094 4836.954102 5655.050781
0.147250 0.119750 -1.017000 / 5.567787 -19.018093 3.635006 / -19227.398438 4817.923828 5658.665039
0.147250 0.119750 -1.017000 / 5.629362 -19.042469 3.593756 / -19221.738281 4798.869141 5662.238281
0.147250 0.119750 -1.017000 / 5.690937 -19.066845 3.552506 / -19216.015625 4779.790039 5665.770020
0.147250 0.119750 -1.017000 / 5.752512 -19.091221 3.511256 / -19210.232422 4760.686523 5669.260742
0.147250 0.119750 -1.017000 / 5.814087 -19.115597 3.470006 / -19204.386719 4741.558594 5672.709961
0.147250 0.119750 -1.017000 / 5.875662 -19.139973 3.428756 / -19198.480469 4722.406250 5676.118164
0.147250 0.119750 -1.017000 / 5.937237 -19.164349 3.387506 / -19192.511719 4703.229492 5679.484863
0.147250 0.119750 -1.017000 / 5.998812 -19.188725 3.346256 / -19186.482422 4684.028809 5682.810547
0.147250 0.119750 -1.017000 / 6.060387 -19.213100 3.305006 / -19180.390625 4664.803711 5686.094727
0.147250 0.119750 -1.017000 / 6.121962 -19.237476 3.263756 / -19174.238281 4645.554199 5689.337891
0.147250 0.119750 -1.017000 / 6.183537 -19.261852 3.222506 / -19168.023438 4626.280273 5692.539551
0.147250 0.119750 -1.017000 / 6.245111 -19.286228 3.181256 / -19161.748047 4606.981934 5695.700195
0.147250 0.119750 -1.017000 / 6.306686 -19.310604 3.140006 / -19155.410156 4587.659180 5698.819336
0.147250 0.119750 -1.017000 / 6.368261 -19.334980 3.098756 / -19149.011719 4568.312012 5701.897461
0.147250 0.119750 -1.017000 / 6.429836 -19.359356 3.057506 / -19142.550781 4548.940430 5704.934570
0.147250 0.119750 -1.017000 / 6.491411 -19.383732 3.016256 / -19136.029297 4529.544434 5707.930176
0.147250 0.119750 -1.017000 / 6.552986 -19.408108 2.975006 / -19129.445312 4510.124023 5710.884766
0.040250 0.155250 -1.043500 / 6.579561 -19.419607 2.917781 / -19122.851562 4490.698730 5713.773926
0.040250 0.155250 -1.043500 / 6.606136 -19.431107 2.860556 / -19116.232422 4471.261719 5716.605957
0.040250 0.155250 -1.043500 / 6.632711 -19.442606 2.803331 / -19109.585938 4451.813477 5719.380859
0.040250 0.155250 -1.043500 / 6.659286 -19.454105 2.746106 / -19102.914062 4432.353516 5722.098145
0.040250 0.155250 -1.043500 / 6.685862 -19.465605 2.688881 / -19096.214844 4412.882324 5724.758301
0.040250 0.155250 -1.043500 / 6.712437 -19.477104 2.631656 / -19089.488281 4393.399414 5727.361328
0.040250 0.155250 -1.043500 / 6.739012 -19.488604 2.574431 / -19082.736328 4373.905273 5729.907227
0.040250 0.155250 -1.043500 / 6.765587 -19.500103 2.517206 / -19075.957031 4354.399414 5732.395996
0.040250 0.155250 -1.043500 / 6.792162 -19.511602 2.459981 / -19069.152344 4334.881836 5734.827148
0.040250 0.155250 -1.043500 / 6.818737 -19.523102 2.402756 / -19062.320312 4315.353027 5737.201172
0.040250 0.155250 -1.043500 / 6.845312 -19.534601 2.345531 / -19055.460938 4295.812500 5739.518066
0.040250 0.155250 -1.043500 / 6.871887 -19.546101 2.288306 / -19048.576172 4276.260742 5741.777832
0.040250 0.155250 -1.043500 / 6.898462 -19.557600 2.231081 / -19041.664062 4256.697266 5743.980469
0.040250 0.155250 -1.043500 / 6.925037 -19.569099 2.173856 / -19034.726562 4237.122559 5746.125488
0.040250 0.155250 -1.043500 / 6.951612 -19.580599 2.116632 / -19027.761719 4217.536133 5748.213379
0.040250 0.155250 -1.043500 / 6.978188 -19.592098 2.059407 / -19020.769531 4197.938477 5750.244141
0.040250 0.155250 -1.043500 / 7.004763 -19.603598 2.002182 / -19013.751953 4178.329102 5752.217773
0.040250 0.155250 -1.043500 / 7.031338 -19.615097 1.944957 / -19006.707031 4158.708496 5754.134277
0.040250 0.155250 -1.043500 / 7.057913 -19.626596 1.887732 / -18999.636719 4139.076172 5755.993164
0.040250 0.155250 -1.043500 / 7.084488 -19.638096 1.830507 / -18992.539062 4119.432129 5757.794922
0.040250 0.155250 -1.043500 / 7.111063 -19.649595 1.773282 / -18985.414062 4099.776855 5759.539551
0.040250 0.155250 -1.043500 / 7.137638 -19.661095 1.716057 / -18978.263672 4080.110107 5761.227051
0.040250 0.155250 -1.043500 / 7.164213 -19.672594 1.658832 / -18971.085938 4060.431641 5762.857422
0.040250 0.155250 -1.043500 / 7.190788 -19.684093 1.601607 / -18963.882812 4040.741699 5764.430176
0.040250 0.155250 -1.043500 / 7.217363 -19.695593 1.544382 / -18956.652344 4021.040283 5765.945801
0.040250 0.155250 -1.043500 / 7.243938 -19.707092 1.487157 / -18949.394531 4001.327393 5767.404297
0.040250 0.155250 -1.043500 / 7.270514 -19.718592 1.429932 / -18942.111328 3981.603027 5768.805664
0.040250 0.155250 -1.043500 / 7.297089 -19.730091 1.372707 / -18934.800781 3961.867188 5770.149902
0.040250 0.155250 -1.043500 / 7.323664 -19.741590 1.315482 / -18927.462891 3942.119873 5771.437012
0.040250 0.155250 -1.043500 / 7.350239 -19.753090 1.258257 / -18920.099609 3922.361084 5772.666504
0.040250 0.155250 -1.043500 / 7.376814 -19.764589 1.201032 / -18912.708984 3902.590820 5773.838867
0.040250 0.155250 -1.043500 / 7.403389 -19.776089 1.143807 / -18905.292969 3882.809082 5774.954102
0.040250 0.155250 -1.043500 / 7.429964 -19.787588 1.086582 / -18897.849609 3863.015625 5776.012207
0.040250 0.155250 -1.043500 / 7.456539 -19.799088 1.029357 / -18890.378906 3843.210693 5777.013184
0.040250 0.155250 -1.043500 / 7.483114 -19.810587 0.972132 / -18882.882812 3823.394287 5777.956543
0.040250 0.155250 -1.043500 / 7.509689 -19.822086 0.914907 / -18875.359375 3803.566406 5778.842773
0.040250 0.155250 -1.043500 / 7.536264 -19.833586 0.857682 / -18867.810547 3783.727051 5779.671875
0.040250 0.155250 -1.043500 / 7.562840 -19.845085 0.800457 / -18860.234375 3763.876221 5780.443848
0.040250 0.155250 -1.043500 / 7.589415 -19.856585 0.743232 / -18852.630859 3744.013916 5781.158691
0.040250 0.155250 -1.043500 / 7.615990 -19.868084 0.686007 / -18845.001953 3724.140137 5781.815918
0.038000 0.135250 -0.991000 / 7.651840 -19.882183 0.671007 / -18837.332031 3704.250977 5782.479492
0.038000 0.135250 -0.991000 / 7.687690 -19.896282 0.656007 / -18829.626953 3684.347656 5783.127930
0.038000 0.135250 -0.991000 / 7.723540 -19.910381 0.641007 / -18821.884766 3664.430176 5783.761230
0.038000 0.135250 -0.991000 / 7.759390 -19.924480 0.626007 / -18814.107422 3644.498535 5784.379883
0.038000 0.135250 -0.991000 / 7.795240 -19.938580 0.611007 / -18806.294922 3624.552979 5784.983398
0.038000 0.135250 -0.991000 / 7.831090 -19.952679 0.596007 / -18798.445312 3604.593262 5785.571777
0.038000 0.135250 -0.991000 / 7.866940 -19.966778 0.581007 / -18790.560547 3584.619385 5786.145508
0.038000 0.135250 -0.991000 / 7.902790 -19.980877 0.566007 / -18782.640625 3564.631348 5786.704102
0.038000 0.135250 -0.991000 / 7.938640 -19.994976 0.551007 / -18774.683594 3544.629395 5787.247559
0.038000 0.135250 -0.991000 / 7.974490 -20.009075 0.536007 / -18766.691406 3524.613281 5787.775879
0.038000 0.135250 -0.991000 / 8.010340 -20.023174 0.521007 / -18758.664062 3504.583008 5788.289551
0.038000 0.135250 -0.991000 / 8.046189 -20.037273 0.506007 / -18750.599609 3484.538574 5788.788086
0.038000 0.135250 -0.991000 / 8.082039 -20.051373 0.491007 / -18742.500000 3464.480225 5789.271484
0.038000 0.135250 -0.991000 / 8.117888 -20.065472 0.476007 / -18734.363281 3444.407715 5789.740234
0.038000 0.135250 -0.991000 / 8.153738 -20.079571 0.461007 / -18726.191406 3424.321045 5790.193848
0.038000 0.135250 -0.991000 / 8.189588 -20.093670 0.446007 / -18717.984375 3404.220215 5790.632324
0.038000 0.135250 -0.991000 / 8.225437 -20.107769 0.431007 / -18709.740234 3384.105469 5791.055664
0.038000 0.135250 -0.991000 / 8.261287 -20.121868 0.416007 / -18701.460938 3363.976562 5791.464355
0.038000 0.135250 -0.991000 / 8.297136 -20.135967 0.401007 / -18693.146484 3343.833496 5791.857910
0.038000 0.135250 -0.991000 / 8.332986 -20.150066 0.386007 / -18684.794922 3323.676270 5792.236328
0.038000 0.135250 -0.991000 / 8.368835 -20.164165 0.371007 / -18676.408203 3303.505127 5792.599609
0.038000 0.135250 -0.991000 / 8.404685 -20.178265 0.356007 / -18667.986328 3283.319824 5792.948242
0.038000 0.135250 -0.991000 / 8.440535 -20.192364 0.341007 / -18659.527344 3263.120361 5793.281738
0.038000 0.135250 -0.991000 / 8.476384 -20.206463 0.326007 / -18651.033203 3242.906738 5793.600098
0.038000 0.135250 -0.991000 / 8.512234 -20.220562 0.311007 / -18642.503906 3222.679199 5793.903809
0.038000 0.135250 -0.991000 / 8.548083 -20.234661 0.296007 / -18633.937500 3202.437500 5794.192383
0.038000 0.135250 -0.991000 / 8.583933 -20.248760 0.281007 / -18625.335938 3182.181641 5794.465820
0.038000 0.135250 -0.991000 / 8.619782 -20.262859 0.266007 / -18616.697266 3161.911621 5794.724121
0.038000 0.135250 -0.991000 / 8.655632 -20.276958 0.251007 / -18608.023438 3141.627686 5794.967773
0.038000 0.135250 -0.991000 / 8.691482 -20.291058 0.236007 / -18599.314453 3121.329590 5795.196289
0.038000 0.135250 -0.991000 / 8.727331 -20.305157 0.221007 / -18590.568359 3101.017334 5795.409668
0.038000 0.135250 -0.991000 / 8.763181 -20.319256 0.206007 / -18581.787109 3080.690918 5795.608398
0.038000 0.135250 -0.991000 / 8.799030 -20.333355 0.191007 / -18572.970703 3060.350586 5795.791992
0.038000 0.135250 -0.991000 / 8.834880 -20.347454 0.176007 / -18564.117188 3039.996094 5795.960449
0.038000 0.135250 -0.991000 / 8.870729 -20.361553 0.161007 / -18555.228516 3019.627441 5796.113770
0.038000 0.135250 -0.991000 / 8.906579 -20.375652 0.146007 / -18546.304688 2999.244629 5796.252441
0.038000 0.135250 -0.991000 / 8.942429 -20.389751 0.131007 / -18537.343750 2978.847900 5796.375977
0.038000 0.135250 -0.991000 / 8.978278 -20.403851 0.116007 / -18528.347656 2958.437012 5796.484375
0.038000 0.135250 -0.991000 / 9.014128 -20.417950 0.101007 / -18519.316406 2938.011963 5796.578125
0.038000 0.135250 -0.991000 / 9.049977 -20.432049 0.086007 / -18510.248047 2917.572754 5796.656738
0.008500 0.059250 -0.986250 / 9.068902 -20.436399 0.090132 / -18501.169922 2897.134277 5796.749023
0.008500 0.059250 -0.986250 / 9.087827 -20.440750 0.094257 / -18492.072266 2876.691406 5796.845215
0.008500 0.059250 -0.986250 / 9.106751 -20.445101 0.098382 / -18482.955078 2856.244141 5796.945801
0.008500 0.059250 -0.986250 / 9.125676 -20.449451 0.102507 / -18473.820312 2835.792480 5797.050293
0.008500 0.059250 -0.986250 / 9.144601 -20.453802 0.106632 / -18464.666016 2815.336426 5797.159180
0.008500 0.059250 -0.986250 / 9.163526 -20.458153 0.110757 / -18455.492188 2794.875977 5797.271973
0.008500 0.059250 -0.986250 / 9.182450 -20.462503 0.114882 / -18446.300781 2774.411377 5797.389160
0.008500 0.059250 -0.986250 / 9.201375 -20.466854 0.119007 / -18437.089844 2753.942383 5797.510254
0.008500 0.059250 -0.986250 / 9.220300 -20.471205 0.123132 / -18427.859375 2733.468994 5797.635254
0.008500 0.059250 -0.986250 / 9.239224 -20.475555 0.127257 / -18418.611328 2712.991211 5797.764648
0.008500 0.059250 -0.986250 / 9.258149 -20.479906 0.131382 / -18409.343750 2692.509033 5797.897949
0.008500 0.059250 -0.986250 / 9.277074 -20.484257 0.135507 / -18400.056641 2672.022705 5798.035645
0.008500 0.059250 -0.986250 / 9.295999 -20.488607 0.139632 / -18390.751953 2651.531982 5798.177246
0.008500 0.059250 -0.986250 / 9.314923 -20.492958 0.143757 / -18381.427734 2631.036865 5798.323242
0.008500 0.059250 -0.986250 / 9.333848 -20.497309 0.147882 / -18372.083984 2610.537354 5798.473145
0.008500 0.059250 -0.986250 / 9.352773 -20.501659 0.152007 / -18362.722656 2590.033447 5798.627441
0.008500 0.059250 -0.986250 / 9.371697 -20.506010 0.156132 / -18353.341797 2569.525146 5798.785645
0.008500 0.059250 -0.986250 / 9.390622 -20.510361 0.160257 / -18343.941406 2549.012695 5798.947754
0.008500 0.059250 -0.986250 / 9.409547 -20.514711 0.164382 / -18334.521484 2528.495850 5799.114258
0.008500 0.059250 -0.986250 / 9.428472 -20.519062 0.168507 / -18325.083984 2507.974609 5799.284668
0.008500 0.059250 -0.986250 / 9.447396 -20.523413 0.172632 / -18315.626953 2487.448975 5799.459473
0.008500 0.059250 -0.986250 / 9.466321 -20.527763 0.176757 / -18306.150391 2466.918945 5799.638184
0.008500 0.059250 -0.986250 / 9.485246 -20.532114 0.180882 / -18296.656250 2446.384766 5799.821289
0.008500 0.059250 -0.986250 / 9.504170 -20.536465 0.185007 / -18287.142578 2425.846191 5800.008301
0.008500 0.059250 -0.986250 / 9.523095 -20.540815 0.189132 / -18277.609375 2405.303223 5800.199707
0.008500 0.059250 -0.986250 / 9.542020 -20.545166 0.193257 / -18268.058594 2384.755859 5800.395020
0.008500 0.059250 -0.986250 / 9.560945 -20.549517 0.197382 / -18258.488281 2364.204102 5800.594238
0.008500 0.059250 -0.986250 / 9.579869 -20.553867 0.201507 / -18248.898438 2343.647949 5800.797852
0.008500 0.059250 -0.986250 / 9.598794 -20.558218 0.205632 / -18239.291016 2323.087646 5801.005371
0.008500 0.059250 -0.986250 / 9.617719 -20.562569 0.209757 / -18229.664062 2302.522949 5801.217285
0.008500 0.059250 -0.986250 / 9.636643 -20.566919 0.213882 / -18220.017578 2281.953857 5801.433105
0.008500 0.059250 -0.986250 / 9.655568 -20.571270 0.218007 / -18210.353516 2261.380371 5801.653320
0.008500 0.059250 -0.986250 / 9.674493 -20.575621 0.222132 / -18200.669922 2240.802490 5801.877441
0.008500 0.059250 -0.986250 / 9.693418 -20.579971 0.226257 / -18190.966797 2220.220459 5802.105957
0.008500 0.059250 -0.986250 / 9.712342 -20.584322 0.230382 / -18181.244141 2199.634033 5802.338379
0.008500 0.059250 -0.986250 / 9.731267 -20.588673 0.234507 / -18171.503906 2179.043213 5802.574707
0.008500 0.059250 -0.986250 / 9.750192 -20.593023 0.238632 / -18161.744141 2158.447998 5802.815430
0.008500 0.059250 -0.986250 / 9.769116 -20.597374 0.242757 / -18151.964844 2137.848389 5803.060059
0.008500 0.059250 -0.986250 / 9.788041 -20.601725 0.246882 / -18142.167969 2117.244385 5803.309082
0.008500 0.059250 -0.986250 / 9.806966 -20.606075 0.251007 / -18132.351562 2096.636230 5803.562012
-0.008000 0.058000 -0.994250 / 9.833316 -20.619175 0.251132 / -18122.505859 2076.010498 5803.812988
-0.008000 0.058000 -0.994250 / 9.859666 -20.632275 0.251257 / -18112.632812 2055.371582 5804.064453
-0.008000 0.058000 -0.994250 / 9.886016 -20.645374 0.251382 / -18102.734375 2034.719604 5804.315918
-0.008000 0.058000 -0.994250 / 9.912366 -20.658474 0.251507 / -18092.808594 2014.054565 5804.567383
-0.008000 0.058000 -0.994250 / 9.938716 -20.671574 0.251632 / -18082.857422 1993.376465 5804.818848
-0.008000 0.058000 -0.994250 / 9.965066 -20.684673 0.251757 / -18072.878906 1972.685303 5805.070801
-0.008000 0.058000 -0.994250 / 9.991416 -20.697773 0.251882 / -18062.875000 1951.980957 5805.322754
-0.008000 0.058000 -0.994250 / 10.017766 -20.710873 0.252007 / -18052.843750 1931.263550 5805.574707
-0.008000 0.058000 -0.994250 / 10.044116 -20.723972 0.252132 / -18042.787109 1910.533081 5805.826660
-0.008000 0.058000 -0.994250 / 10.070466 -20.737072 0.252257 / -18032.703125 1889.789429 5806.079102
-0.008000 0.058000 -0.994250 / 10.096816 -20.750172 0.252382 / -18022.593750 1869.032715 5806.331543
-0.008000 0.058000 -0.994250 / 10.123166 -20.763271 0.252507 / -18012.457031 1848.262939 5806.583984
-0.008000 0.058000 -0.994250 / 10.149516 -20.776371 0.252632 / -18002.294922 1827.479980 5806.836914
-0.008000 0.058000 -0.994250 / 10.175866 -20.789471 0.252757 / -17992.105469 1806.683960 5807.089844
-0.008000 0.058000 -0.994250 / 10.202216 -20.802570 0.252882 / -17981.890625 1785.874878 5807.342773
-0.008000 0.058000 -0.994250 / 10.228566 -20.815670 0.253007 / -17971.648438 1765.052612 5807.595703
-0.008000 0.058000 -0.994250 / 10.254916 -20.828770 0.253132 / -17961.380859 1744.217285 5807.849121
-0.008000 0.058000 -0.994250 / 10.281266 -20.841869 0.253257 / -17951.085938 1723.368896 5808.102539
-0.008000 0.058000 -0.994250 / 10.307616 -20.854969 0.253382 / -17940.765625 1702.507324 5808.355957
-0.008000 0.058000 -0.994250 / 10.333966 -20.868069 0.253507 / -17930.417969 1681.632690 5808.609375
-0.008000 0.058000 -0.994250 / 10.360316 -20.881168 0.253632 / -17920.044922 1660.744995 5808.863281
-0.008000 0.058000 -0.994250 / 10.386666 -20.894268 0.253757 / -17909.644531 1639.844238 5809.117188
-0.008000 0.058000 -0.994250 / 10.413016 -20.907368 0.253882 / -17899.218750 1618.930298 5809.371094
-0.008000 0.058000 -0.994250 / 10.439366 -20.920467 0.254007 / -17888.765625 1598.003296 5809.625000
-0.008000 0.058000 -0.994250 / 10.465716 -20.933567 0.254132 / -17878.287109 1577.063232 5809.879395
-0.008000 0.058000 -0.994250 / 10.492066 -20.946667 0.254257 / -17867.781250 1556.109985 5810.133789
-0.008000 0.058000 -0.994250 / 10.518416 -20.959766 0.254382 / -17857.250000 1535.143677 5810.388184
-0.008000 0.058000 -0.994250 / 10.544766 -20.972866 0.254507 / -17846.691406 1514.164307 5810.642578
-0.008000 0.058000 -0.994250 / 10.571116 -20.985966 0.254632 / -17836.107422 1493.171753 5810.897461
-0.008000 0.058000 -0.994250 / 10.597466 -20.999065 0.254757 / -17825.496094 1472.166138 5811.152344
-0.008000 0.058000 -0.994250 / 10.623816 -21.012165 0.254882 / -17814.859375 1451.147461 5811.407227
-0.008000 0.058000 -0.994250 / 10.650167 -21.025265 0.255007 / -17804.195312 1430.115601 5811.662109
-0.008000 0.058000 -0.994250 / 10.676517 -21.038364 0.255132 / -17793.505859 1409.070679 5811.917480
-0.008000 0.058000 -0.994250 / 10.702867 -21.051464 0.255257 / -17782.789062 1388.012695 5812.172852
-0.008000 0.058000 -0.994250 / 10.729217 -21.064564 0.255382 / -17772.046875 1366.941528 5812.428223
-0.008000 0.058000 -0.994250 / 10.755567 -21.077663 0.255507 / -17761.277344 1345.857300 5812.683594
-0.008000 0.058000 -0.994250 / 10.781917 -21.090763 0.255632 / -17750.482422 1324.760010 5812.939453
-0.008000 0.058000 -0.994250 / 10.808267 -21.103863 0.255757 / -17739.660156 1303.649658 5813.195312
-0.008000 0.058000 -0.994250 / 10.834617 -21.116962 0.255882 / -17728.812500 1282.526123 5813.451172
-0.008000 0.058000 -0.994250 / 10.860967 -21.130062 0.256007 / -17717.937500 1261.389526 5813.707031
0.008750 0.049250 -0.992000 / 10.881567 -21.144386 0.256707 / -17707.044922 1240.238037 5813.963867
0.008750 0.049250 -0.992000 / 10.902167 -21.158710 0.257407 / -17696.132812 1219.072144 5814.221680
0.008750 0.049250 -0.992000 / 10.922768 -21.173035 0.258107 / -17685.199219 1197.891968 5814.479980
0.008750 0.049250 -0.992000 / 10.943368 -21.187359 0.258807 / -17674.246094 1176.697388 5814.739258
0.008750 0.049250 -0.992000 / 10.963968 -21.201683 0.259507 / -17663.271484 1155.488525 5814.999023
0.008750 0.049250 -0.992000 / 10.984569 -21.216007 0.260207 / -17652.277344 1134.265381 5815.259766
0.008750 0.049250 -0.992000 / 11.005169 -21.230331 0.260907 / -17641.261719 1113.027832 5815.520996
0.008750 0.049250 -0.992000 / 11.025769 -21.244656 0.261607 / -17630.226562 1091.776001 5815.782715
0.008750 0.049250 -0.992000 / 11.046370 -21.258980 0.262307 / -17619.169922 1070.509888 5816.045410
0.008750 0.049250 -0.992000 / 11.066970 -21.273304 0.263007 / -17608.091797 1049.229370 5816.308594
0.008750 0.049250 -0.992000 / 11.087570 -21.287628 0.263707 / -17596.994141 1027.934570 5816.572754
0.008750 0.049250 -0.992000 / 11.108171 -21.301952 0.264407 / -17585.875000 1006.625427 5816.837402
0.008750 0.049250 -0.992000 / 11.128771 -21.316277 0.265107 / -17574.736328 985.302002 5817.103027
0.008750 0.049250 -0.992000 / 11.149371 -21.330601 0.265807 / -17563.576172 963.964233 5817.369141
0.008750 0.049250 -0.992000 / 11.169971 -21.344925 0.266507 / -17552.396484 942.612122 5817.636230
0.008750 0.049250 -0.992000 / 11.190572 -21.359249 0.267207 / -17541.195312 921.245728 5817.903809
0.008750 0.049250 -0.992000 / 11.211172 -21.373573 0.267907 / -17529.974609 899.864990 5818.171875
0.008750 0.049250 -0.992000 / 11.231772 -21.387897 0.268607 / -17518.732422 878.469910 5818.440918
0.008750 0.049250 -0.992000 / 11.252373 -21.402222 0.269307 / -17507.470703 857.060547 5818.710449
0.008750 0.049250 -0.992000 / 11.272973 -21.416546 0.270007 / -17496.187500 835.636841 5818.980957
0.008750 0.049250 -0.992000 / 11.293573 -21.430870 0.270707 / -17484.882812 814.198792 5819.251953
0.008750 0.049250 -0.992000 / 11.314174 -21.445194 0.271407 / -17473.558594 792.746460 5819.523926
0.008750 0.049250 -0.992000 / 11.334774 -21.459518 0.272107 / -17462.212891 771.279785 5819.796387
0.008750 0.049250 -0.992000 / 11.355374 -21.473843 0.272807 / -17450.847656 749.798767 5820.069336
0.008750 0.049250 -0.992000 / 11.375975 -21.488167 0.273507 / -17439.460938 728.303467 5820.343262
0.008750 0.049250 -0.992000 / 11.396575 -21.502491 0.274207 / -17428.054688 706.793823 5820.617676
0.008750 0.049250 -0.992000 / 11.417175 -21.516815 0.274907 / -17416.626953 685.269836 5820.893066
0.008750 0.049250 -0.992000 / 11.437776 -21.531139 0.275607 / -17405.179688 663.731506 5821.168945
0.008750 0.049250 -0.992000 / 11.458376 -21.545464 0.276307 / -17393.710938 642.178894 5821.445801
0.008750 0.049250 -0.992000 / 11.478976 -21.559788 0.277007 / -17382.220703 620.611938 5821.723145
0.008750 0.049250 -0.992000 / 11.499577 -21.574112 0.277707 / -17370.710938 599.030640 5822.000977
0.008750 0.049250 -0.992000 / 11.520177 -21.588436 0.278407 / -17359.179688 577.435059 5822.279785
0.008750 0.049250 -0.992000 / 11.540777 -21.602760 0.279107 / -17347.628906 555.825134 5822.559082
0.008750 0.049250 -0.992000 / 11.561378 -21.617085 0.279807 / -17336.056641 534.200867 5822.839355
0.008750 0.049250 -0.992000 / 11.581978 -21.631409 0.280507 / -17324.464844 512.562317 5823.120117
0.008750 0.049250 -0.992000 / 11.602578 -21.645733 0.281207 / -17312.851562 490.909424 5823.401855
0.008750 0.049250 -0.992000 / 11.623178 -21.660057 0.281907 / -17301.218750 469.242218 5823.684082
0.008750 0.049250 -0.992000 / 11.643779 -21.674381 0.282607 / -17289.564453 447.560669 5823.966797
0.008750 0.049250 -0.992000 / 11.664379 -21.688705 0.283307 / -17277.890625 425.864807 5824.250488
0.008750 0.049250 -0.992000 / 11.684979 -21.703030 0.284007 / -17266.195312 404.154602 5824.534668
0.001500 0.052500 -0.991500 / 11.708280 -21.719404 0.285782 / -17254.474609 382.427002 5824.821289
0.001500 0.052500 -0.991500 / 11.731580 -21.735779 0.287557 / -17242.730469 360.683044 5825.109863
0.001500 0.052500 -0.991500 / 11.754880 -21.752153 0.289332 / -17230.964844 338.922699 5825.399902
0.001500 0.052500 -0.991500 / 11.778180 -21.768528 0.291107 / -17219.175781 317.145996 5825.691895
0.001500 0.052500 -0.991500 / 11.801480 -21.784903 0.292882 / -17207.363281 295.352905 5825.985840
0.001500 0.052500 -0.991500 / 11.824780 -21.801277 0.294657 / -17195.527344 273.543427 5826.281250
0.001500 0.052500 -0.991500 / 11.848081 -21.817652 0.296432 / -17183.667969 251.717590 5826.578613
0.001500 0.052500 -0.991500 / 11.871381 -21.834026 0.298207 / -17171.785156 229.875381 5826.877930
0.001500 0.052500 -0.991500 / 11.894681 -21.850401 0.299982 / -17159.878906 208.016785 5827.178711
0.001500 0.052500 -0.991500 / 11.917981 -21.866776 0.301757 / -17147.949219 186.141815 5827.481445
0.001500 0.052500 -0.991500 / 11.941281 -21.883150 0.303532 / -17135.996094 164.250473 5827.785645
0.001500 0.052500 -0.991500 / 11.964581 -21.899525 0.305307 / -17124.019531 142.342758 5828.091797
0.001500 0.052500 -0.991500 / 11.987882 -21.915899 0.307082 / -17112.019531 120.418671 5828.399902
0.001500 0.052500 -0.991500 / 12.011182 -21.932274 0.308857 / -17099.996094 98.478210 5828.709473
0.001500 0.052500 -0.991500 / 12.034482 -21.948648 0.310632 / -17087.949219 76.521378 5829.020996
0.001500 0.052500 -0.991500 / 12.057782 -21.965023 0.312407 / -17075.878906 54.548164 5829.334473
0.001500 0.052500 -0.991500 / 12.081082 -21.981398 0.314182 / -17063.787109 32.558578 5829.649414
0.001500 0.052500 -0.991500 / 12.104383 -21.997772 0.315957 / -17051.671875 10.552618 5829.966309
0.001500 0.052500 -0.991500 / 12.127683 -22.014147 0.317732 / -17039.533203 -11.469717 5830.285156
0.001500 0.052500 -0.991500 / 12.150983 -22.030521 0.319507 / -17027.371094 -33.508427 5830.605469
0.001500 0.052500 -0.991500 / 12.174283 -22.046896 0.321282 / -17015.185547 -55.563511 5830.927734
0.001500 0.052500 -0.991500 / 12.197583 -22.063271 0.323057 / -17002.976562 -77.634972 5831.251465
0.001500 0.052500 -0.991500 / 12.220883 -22.079645 0.324832 / -16990.744141 -99.722809 5831.577148
0.001500 0.052500 -0.991500 / 12.244184 -22.096020 0.326607 / -16978.488281 -121.827019 5831.904785
0.001500 0.052500 -0.991500 / 12.267484 -22.112394 0.328382 / -16966.208984 -143.947601 5832.233887
0.001500 0.052500 -0.991500 / 12.290784 -22.128769 0.330157 / -16953.906250 -166.084564 5832.564941
0.001500 0.052500 -0.991500 / 12.314084 -22.145144 0.331932 / -16941.580078 -188.237900 5832.897949
0.001500 0.052500 -0.991500 / 12.337384 -22.161518 0.333706 / -16929.230469 -210.407608 5833.232422
0.001500 0.052500 -0.991500 / 12.360684 -22.177893 0.335481 / -16916.857422 -232.593689 5833.568848
0.001500 0.052500 -0.991500 / 12.383985 -22.194267 0.337256 / -16904.460938 -254.796143 5833.907227
0.001500 0.052500 -0.991500 / 12.407285 -22.210642 0.339031 / -16892.042969 -277.014984 5834.247070
0.001500 0.052500 -0.991500 / 12.430585 -22.227016 0.340806 / -16879.601562 -299.250183 5834.588867
0.001500 0.052500 -0.991500 / 12.453885 -22.243391 0.342581 / -16867.136719 -321.501770 5834.932129
0.001500 0.052500 -0.991500 / 12.477185 -22.259766 0.344356 / -16854.648438 -343.769714 5835.277344
0.001500 0.052500 -0.991500 / 12.500485 -22.276140 0.346131 / -16842.136719 -366.054047 5835.624512
0.001500 0.052500 -0.991500 / 12.523786 -22.292515 0.347906 / -16829.601562 -388.354736 5835.973145
0.001500 0.052500 -0.991500 / 12.547086 -22.308889 0.349681 / -16817.042969 -410.671814 5836.323730
